City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
161,horta,38.5333,-28.6333,16.68,88,98,4.47,PT,1706848140
162,sandnessjoen,66.0217,12.6316,0.29,98,100,8.45,NO,1706848140
163,vershino-darasunskiy,52.35,115.5167,-19.29,66,15,1.1,RU,1706848141
164,kathmandu,27.7167,85.3167,12.12,76,20,0.0,NP,1706848141
165,souillac,-20.5167,57.5167,27.97,74,40,6.17,MU,1706848141
166,petropavlovsk-kamchatsky,53.0452,158.6483,-11.67,76,75,5.0,RU,1706848141
167,al bayda',32.7627,21.7551,5.48,77,22,3.29,LY,1706848141
168,garachico,28.7781,-17.7646,18.05,72,0,4.12,ES,1706848141
169,pangody,65.85,74.4859,-11.35,92,100,7.93,RU,1706848141
170,cannonvale,-20.2833,148.7,29.66,66,80,5.4,AU,1706848141
171,bubaque,11.2833,-15.8333,25.46,74,94,3.49,GW,1706848142
172,askoy,60.4092,5.226,4.3,100,75,8.75,NO,1706848142
173,ola,59.5833,151.2833,-23.26,84,19,2.28,RU,1706848142
174,klodawa,52.2545,18.9135,2.47,84,100,7.06,PL,1706848142
175,codrington,-38.2667,141.9667,19.31,52,0,5.89,AU,1706848142
176,berezovyy,51.6667,135.7,-14.65,55,50,1.01,RU,1706848142
177,carloforte,39.145,8.3058,13.44,80,97,7.82,IT,1706848142
178,labrador city,52.9463,-66.9114,-35.05,68,0,1.54,CA,1706847768
179,biloela,-24.4167,150.5,34.73,26,1,5.45,AU,1706848143
180,choibalsan,48.0667,114.5,-21.53,81,6,1.89,MN,1706848143
181,nelson bay,-32.7167,152.15,29.49,73,1,2.68,AU,1706848143
182,illizi,26.4833,8.4667,3.89,36,0,3.25,DZ,1706848143
183,patong,7.8961,98.2966,31.08,66,50,2.52,TH,1706848143
184,choyr,46.3611,108.3611,-18.92,84,11,2.34,MN,1706848143
185,daru,-9.0763,143.2092,32.87,58,96,4.27,PG,1706848143
186,benjamin constant,-4.3831,-70.0311,25.07,97,97,1.07,BR,1706848143
187,mount gambier,-37.8333,140.7667,22.31,35,0,4.25,AU,1706848144
188,pangkalanbuun,-2.6833,111.6167,30.78,67,55,2.23,ID,1706848144
189,viedma,-40.8135,-62.9967,24.99,68,49,3.86,AR,1706848144
190,estancia,-11.2683,-37.4383,24.16,91,54,2.25,BR,1706848144
191,nanpiao,41.0982,120.7479,-4.37,23,1,2.3,CN,1706848144
192,la passe,45.5549,-0.8967,11.13,96,99,1.49,FR,1706848144
193,luderitz,-26.6481,15.1594,20.28,82,58,3.13,NA,1706848144
194,springs,-26.25,28.4,15.19,98,22,2.9,ZA,1706848144
195,atafu village,-8.5421,-172.5159,28.81,73,99,7.46,TK,1706848145
196,ayora,39.0585,-1.0563,5.35,65,10,1.73,ES,1706848145
197,eraan,9.0629,117.7016,31.17,56,50,2.19,PH,1706848145
198,yantongshan,43.2919,126.0094,-12.4,64,11,1.26,CN,1706848145
199,san rafael,-34.6177,-68.3301,30.76,29,4,6.81,AR,1706848145
200,utrik,11.2278,169.8474,26.12,87,56,10.87,MH,1706848145
201,vorgashor,67.5833,63.95,-9.45,83,100,3.37,RU,1706848145
202,puerto baquerizo moreno,-0.9,-89.6,25.43,85,68,3.49,EC,1706848145
203,inarajan village,13.2736,144.7484,29.54,78,89,10.23,GU,1706848146
204,new plymouth,-39.0667,174.0833,20.45,82,39,11.12,NZ,1706847888
205,flin flon,54.7682,-101.865,-2.14,94,18,3.68,CA,1706848146
206,kailua-kona,19.6406,-155.9956,26.98,80,40,3.09,US,1706847942
207,wailua homesteads,22.0669,-159.378,24.24,76,100,1.79,US,1706848146
208,nadi,-17.8,177.4167,32.0,70,75,5.14,FJ,1706848146
209,praia da vitoria,38.7333,-27.0667,16.53,100,75,4.19,PT,1706848146
210,katsuura,35.1333,140.3,6.39,77,100,6.56,JP,1706848146
211,freshwater,50.692,-1.5079,8.88,93,22,5.06,GB,1706848147
212,brookings,44.3114,-96.7984,2.32,94,0,4.63,US,1706848147
213,bontang,0.1333,117.5,28.99,72,75,2.25,ID,1706848147
214,sao tome,0.3365,6.7273,27.55,75,84,2.17,ST,1706848147
215,kasempa,-13.4584,25.8338,16.77,98,59,1.56,ZM,1706848147
216,whitehorse,60.7161,-135.0538,-16.57,54,100,4.12,CA,1706847853
217,sandpoint,48.2766,-116.5533,8.18,95,100,0.0,US,1706848147
218,aluksne,57.4167,27.05,-2.21,79,43,5.59,LV,1706848147
219,inowroclaw,52.7989,18.2639,3.95,78,100,6.63,PL,1706848147
220,ocotal,13.6321,-86.4752,17.32,92,84,1.53,NI,1706848148
221,yaren,-0.5472,166.916,28.7,75,87,3.98,NR,1706848148
222,mwene-ditu,-7.0,23.45,18.48,93,100,1.45,CD,1706848148
223,tiksi,71.6872,128.8694,-22.24,98,100,1.64,RU,1706848148
224,puerto gaitan,4.3133,-72.0816,27.08,67,75,1.29,CO,1706848148
225,at taj,24.2049,23.2857,4.69,61,0,1.98,LY,1706848148
226,west island,-12.1568,96.8225,25.99,89,75,5.14,CC,1706848148
227,isla mujeres,21.2311,-86.731,18.03,69,27,2.69,MX,1706848149
228,yamada,39.4667,141.95,3.01,37,55,1.19,JP,1706848149
229,baiti,13.745,-14.7482,24.58,15,81,2.91,SN,1706848149
230,savantvadi,15.9,73.8167,25.25,40,95,0.95,IN,1706848149
231,mundybash,53.211,87.2983,-7.49,90,100,1.3,RU,1706848149
232,ghat,24.9647,10.1728,7.24,43,1,1.78,LY,1706848149
233,fort mcmurray,56.7268,-111.381,2.73,80,0,1.54,CA,1706847982
234,matoury,4.8483,-52.3317,22.98,100,100,0.0,GF,1706848150
235,siping,43.1633,124.3686,-11.97,65,25,1.67,CN,1706848150
236,sitka,57.0531,-135.33,0.94,55,100,3.09,US,1706848150
237,san-pedro,4.7485,-6.6363,25.99,90,21,1.72,CI,1706848150
238,kerikeri,-35.2268,173.9474,24.95,69,90,0.45,NZ,1706848150
239,san pablo villa de mitla,16.9167,-96.4,13.85,73,49,0.82,MX,1706848150
240,manismata,-2.4667,111.0333,29.14,77,45,2.35,ID,1706848150
241,laborde,-33.1532,-62.8566,26.13,37,0,4.82,AR,1706848150
242,ladario,-19.0047,-57.6017,26.72,55,30,0.96,BR,1706847962
243,barra do bugres,-15.0725,-57.1811,22.93,92,73,0.74,BR,1706848151
244,iskateley,67.6803,53.1512,-2.77,93,92,7.6,RU,1706848151
245,stassfurt,51.8396,11.58,4.94,83,100,3.6,DE,1706848151
246,alofi,-19.0595,-169.9187,26.86,80,100,4.57,NU,1706848151
247,richards bay,-28.783,32.0377,21.24,91,19,2.07,ZA,1706848151
248,prince rupert,54.3161,-130.3201,7.05,100,100,1.54,CA,1706847894
249,nar'yan-mar,67.6713,53.087,-2.72,93,91,7.6,RU,1706848151
250,yonggang-up,38.8561,125.4244,-0.94,58,8,3.04,KP,1706848152
251,phan rang-thap cham,11.5667,108.9833,30.37,47,60,4.9,VN,1706848152
252,kidal,18.4411,1.4078,14.39,23,95,5.45,ML,1706848152
253,dakhla,23.6848,-15.958,19.36,39,0,6.45,EH,1706848152
254,constitucion,-35.3333,-72.4167,16.03,89,0,5.2,CL,1706848152
255,abhar,36.1468,49.218,-3.29,95,100,2.98,IR,1706848152
256,kimbe,-5.5502,150.1429,28.29,82,97,2.59,PG,1706848152
257,badger,64.8,-147.5333,-33.49,66,75,1.54,US,1706847923
258,semic,45.6461,15.1822,5.43,87,57,0.78,SI,1706848152
259,carnarvon,-24.8667,113.6333,29.56,60,23,6.13,AU,1706848153
260,jining,35.405,116.5814,0.51,41,100,1.99,CN,1706847816
261,gambiran satu,-8.3939,114.1464,31.68,60,72,2.94,ID,1706848153
262,namsos,64.4662,11.4957,4.03,80,100,2.06,NO,1706848153
263,kavaratti,10.5669,72.642,27.48,65,69,4.51,IN,1706848153
264,betio village,1.358,172.9211,31.02,79,100,6.87,KI,1706848153
265,alaghsas,17.0187,8.0168,14.26,25,2,3.91,NE,1706848153
266,laojunmiao,39.8333,97.7333,-6.69,51,13,3.92,CN,1706848153
267,ancud,-41.8697,-73.8203,14.81,96,100,2.22,CL,1706848154
268,lebu,-37.6167,-73.65,15.81,97,23,3.59,CL,1706848154
269,abashiri,44.0213,144.2697,-8.84,79,75,2.57,JP,1706848154
270,kualakapuas,-3.0091,114.3876,30.63,69,83,1.64,ID,1706848154
271,pembroke,45.8168,-77.1162,0.66,87,92,3.43,CA,1706848154
272,ajdabiya,30.7554,20.2263,12.91,60,100,1.58,LY,1706848154
273,enewetak,11.3474,162.3373,26.63,84,68,10.66,MH,1706848154
274,kirovsk,48.6375,38.6428,0.72,87,100,6.34,UA,1706848155
275,mil'kovo,55.6078,37.7956,0.33,92,99,4.77,RU,1706848155
276,ridgecrest,35.6225,-117.6709,8.92,73,100,7.6,US,1706847937
277,lagoa formosa,-18.7786,-46.4075,20.57,93,100,0.93,BR,1706848155
278,al wafrah,28.6392,47.9306,10.21,55,0,6.92,KW,1706848155
279,vila velha,-20.3297,-40.2925,24.97,92,20,3.09,BR,1706848155
280,bonthe,7.5264,-12.505,25.86,88,86,0.45,SL,1706848155
281,cienfuegos,22.1461,-80.4356,16.08,88,12,2.57,CU,1706848156
282,hammerfest,70.6634,23.6821,-1.75,69,20,9.26,NO,1706848156
283,ayorou,14.7308,0.9174,18.4,20,40,5.48,NE,1706848156
284,poyarkovo,49.6,128.6833,-19.91,87,16,3.03,RU,1706848156
285,bikenibeu village,1.3673,173.1241,30.98,84,75,3.6,KI,1706848156
286,kurchatov,51.6601,35.6521,1.23,94,100,6.43,RU,1706848156
287,lerwick,60.1545,-1.1494,9.0,90,100,17.12,GB,1706848156
288,bargaal,11.2864,51.0773,23.56,79,65,0.72,SO,1706848157
289,kapa'a,22.0752,-159.319,24.99,75,100,1.79,US,1706848157
290,jwaneng,-24.6004,24.7303,17.29,62,10,4.53,BW,1706848157
291,jamestown,42.097,-79.2353,2.77,100,100,3.09,US,1706848157
292,saiha,22.4833,92.9667,21.83,44,86,1.07,IN,1706848157
293,severo-yeniseyskiy,60.3725,93.0408,-20.79,96,87,0.89,RU,1706848157
294,quepos,9.4236,-84.1652,26.7,74,92,1.05,CR,1706848157
295,plerin,48.5425,-2.7798,8.55,97,20,0.45,FR,1706848157
296,salalah,17.0151,54.0924,25.05,78,75,1.03,OM,1706848158
297,ilulissat,69.2167,-51.1,-19.99,65,75,2.06,GL,1706848158
298,sao vicente,-23.9631,-46.3919,25.1,26,23,0.76,BR,1706848075
299,roxas city,11.5853,122.7511,26.19,67,41,3.81,PH,1706848158
300,fale old settlement,-9.3852,-171.2468,29.29,75,100,7.23,TK,1706848158
301,luena,-11.7833,19.9167,17.23,97,100,1.68,AO,1706848158
302,barpeta road,26.5028,90.9694,20.05,47,80,5.86,IN,1706848158
303,alice springs,-23.7,133.8833,38.45,11,6,5.66,AU,1706848158
304,vilyuchinsk,52.9306,158.4028,-10.85,80,100,2.35,RU,1706848159
305,san lorenzo,-25.3333,-57.5333,26.52,75,15,0.0,PY,1706848159
306,colonia,50.9333,6.95,6.01,82,0,1.03,DE,1706848130
307,diego de almagro,-26.3667,-70.05,19.9,61,0,1.22,CL,1706848159
308,sosnovo-ozerskoye,52.5249,111.5418,-23.08,92,96,1.82,RU,1706848159
309,gornopravdinsk,60.05,69.9,-21.96,100,92,1.86,RU,1706848159
310,masterton,-40.9597,175.6575,18.82,58,45,10.47,NZ,1706848159
311,valparaiso,-33.0393,-71.6273,14.8,94,0,1.54,CL,1706848159
312,alakurtti,66.9672,30.3491,-3.8,78,100,7.31,RU,1706848160
313,manado,1.487,124.8455,31.43,74,40,2.57,ID,1706848160
314,nova sintra,14.8667,-24.7167,21.38,69,28,5.04,CV,1706848160
315,colon,9.3592,-79.9014,24.99,83,96,4.77,PA,1706848160
316,ketchikan,55.3422,-131.6461,7.99,87,100,6.69,US,1706848160
317,gao,16.6362,1.637,14.84,23,59,6.28,ML,1706848160
318,taltal,-25.4,-70.4833,20.0,85,31,1.09,CL,1706847622
319,mangrol,21.1167,70.1167,22.77,65,6,2.58,IN,1706848160
320,cole harbour,44.6724,-63.4751,0.71,91,100,2.24,CA,1706848161
321,acarau,-2.8856,-40.12,26.68,82,100,5.72,BR,1706848161
322,jauharabad,32.2898,72.2813,12.49,39,0,0.49,PK,1706848161
323,invercargill,-46.4,168.35,13.9,65,99,8.05,NZ,1706847902
324,mezhdurechensk,53.6942,88.0603,-7.85,86,87,1.02,RU,1706848161
325,salinas,36.6777,-121.6555,11.05,90,20,0.45,US,1706848046
326,holualoa,19.6228,-155.9522,24.91,80,40,3.09,US,1706848162
327,egersund,58.4513,5.9997,6.16,99,100,4.19,NO,1706848162
328,verkhnyaya salda,58.0456,60.5533,-19.57,100,77,2.04,RU,1706848162
329,atar,20.5169,-13.0499,17.62,17,0,4.64,MR,1706848162
330,al fqih ben calah,32.5009,-6.6906,10.62,52,0,1.31,MA,1706848162
331,northam,51.0333,-4.2167,11.48,97,100,6.9,GB,1706848162
332,la mira,18.035,-102.3266,23.8,85,13,1.39,MX,1706848162
333,sinabang,2.4803,96.3801,27.8,80,95,1.97,ID,1706848163
334,antsiranana,-12.2787,49.2917,25.42,83,75,0.0,MG,1706848163
335,mirnyy,62.5353,113.9611,-25.43,75,100,3.13,RU,1706848163
336,macclenny,30.2822,-82.1221,9.77,85,100,0.98,US,1706848163
337,lorengau,-2.0226,147.2712,28.76,78,95,4.62,PG,1706848163
338,al jawf,29.5,38.75,4.55,64,0,3.5,SA,1706848163
339,robertsport,6.7533,-11.3686,26.37,86,40,1.74,LR,1706848164
340,peno,56.9262,32.7426,-2.67,84,95,6.34,RU,1706848164
341,alesund,62.4723,6.1549,5.08,73,100,5.66,NO,1706848164
342,selkirk,50.1436,-96.8845,0.08,94,61,3.34,CA,1706848164
343,luanda,-8.8368,13.2343,24.0,94,40,1.54,AO,1706847936
344,mercedes,-34.6515,-59.4307,28.13,42,2,4.19,AR,1706848164
345,hobyo,5.3505,48.5268,25.64,76,79,4.95,SO,1706848165
346,swakopmund,-22.6833,14.5333,18.47,90,100,0.45,NA,1706848165
347,yuktae-dong,40.0247,128.1597,-1.37,67,16,2.64,KP,1706848165
348,san juan de miraflores,-12.1629,-76.9635,25.65,77,100,3.22,PE,1706848165
349,caxito,-8.5785,13.6643,22.95,93,100,1.61,AO,1706848165
350,la sarre,48.8002,-79.1996,-13.38,95,99,3.68,CA,1706848165
351,chibougamau,49.9168,-74.3659,-12.21,92,0,4.12,CA,1706848166
352,constanta,44.1833,28.65,-0.62,70,70,5.71,RO,1706847845
353,chukhloma,58.7525,42.6825,-1.62,97,100,3.13,RU,1706848166
354,pahrump,36.2083,-115.9839,9.03,80,100,4.92,US,1706847930
355,calvi,42.5,8.8333,2.35,87,0,1.03,FR,1706848166
356,kudahuvadhoo,2.6708,72.8944,27.87,77,9,5.57,MV,1706848166
357,ugoofaaru,5.6667,73.0,27.93,76,79,4.98,MV,1706848166
358,beyneu,45.3167,55.2,-1.46,82,100,6.75,KZ,1706848167
359,gazli,40.1333,63.45,0.22,70,1,4.31,UZ,1706848167
360,liwale,-9.7667,37.9333,21.11,97,100,0.97,TZ,1706848167
361,angaur state,6.906,134.13,27.56,80,44,5.31,PW,1706848167
362,sarmiento,-45.5882,-69.07,20.05,38,100,7.68,AR,1706848167
363,dakoro,14.5106,6.765,15.07,23,1,5.04,NE,1706848168
364,aguada de pasajeros,22.385,-80.8508,15.75,80,14,2.2,CU,1706848168
365,chipinge,-20.1883,32.6236,15.59,97,95,1.12,ZW,1706848168
366,terrace,54.5163,-128.6035,6.95,87,100,7.72,CA,1706848168
367,wang sai phun,16.3885,100.538,36.01,39,0,1.68,TH,1706848168
368,montblanc,41.3465,1.1432,7.68,76,79,1.68,ES,1706848168
369,kyren,51.6828,102.1408,-10.59,68,27,0.45,RU,1706848169
370,arkhangel'sk,64.5401,40.5433,0.63,100,75,2.0,RU,1706848169
371,rizokarpaso,35.6,34.375,11.88,55,0,5.08,CY,1706848169
372,meulaboh,4.1363,96.1285,29.17,69,100,0.88,ID,1706848169
373,youhao,47.8667,128.8333,-15.72,78,91,1.99,CN,1706848170
374,coxen hole,16.3244,-86.5366,22.6,83,75,1.03,HN,1706848170
375,mar del plata,-38.0023,-57.5575,23.3,81,0,3.13,AR,1706847956
376,sijunjung,-0.6876,100.9537,30.65,64,94,0.36,ID,1706848170
377,al bawiti,28.3492,28.8659,7.91,67,4,3.84,EG,1706848170
378,callao,-12.0667,-77.15,26.51,78,75,4.63,PE,1706848170
379,rafsanjan,30.4067,55.9939,11.91,50,0,13.32,IR,1706848171
380,torbeyevo,54.0797,43.2473,-1.75,96,100,4.91,RU,1706848171
381,kourou,5.1552,-52.6478,23.03,82,100,2.34,GF,1706848171
382,havsa,41.549,26.8221,1.01,62,7,1.09,TR,1706848171
383,chernyshevsk,52.5243,117.0174,-24.1,88,6,1.54,RU,1706848171
